angleUpDown,angleLeftRight,browOuterUpLeft,browOuterUpRight,jawOpen,eyeBlinkLeft,eyeBlinkRight,smileLeft,smileRight
-0.03976383522234717,-0.005160985352896186,0.17333677411079407,0.07378631085157394,0.017902469262480736,0.021323788911104202,0.013591545633971691,2.9826114769093692e-05,3.0327590138767846e-05
-0.04031433618182385,-0.005312731491327737,0.17081396281719208,0.09295524656772614,0.017210407182574272,0.024806508794426918,0.013416359201073647,3.042504067707341e-05,2.80963668046752e-05
-0.03939226000909721,-0.005653201967560754,0.1608298271894455,0.0959734097123146,0.0192282572388649,0.026549382135272026,0.0140718137845397,2.5763025405467488e-05,2.399189179413952e-05
-0.03629206284884232,-0.004893285953851741,0.1333623081445694,0.08780011534690857,0.016081176698207855,0.036763425916433334,0.023905737325549126,9.577280434314162e-05,9.016287367558107e-05
-0.035373569858667735,-0.0049024964453241015,0.13217902183532715,0.08527138084173203,0.017491403967142105,0.03737547993659973,0.025248559191823006,6.890543590998277e-05,6.48608329356648e-05
-0.034288105464179694,-0.0034514257685744763,0.1847604215145111,0.101277656853199,0.023935958743095398,0.027760595083236694,0.02350720204412937,1.657284337852616e-05,1.9545279428712092e-05
-0.034336008064948735,-0.0032889222612886015,0.18414892256259918,0.09852933138608932,0.023292267695069313,0.02357833832502365,0.020765937864780426,1.613234962860588e-05,1.89457514352398e-05
-0.0348052655138723,-0.004803942067632492,0.1553061306476593,0.0736648216843605,0.018925055861473083,0.01856379210948944,0.01586570404469967,2.5556910259183496e-05,3.2556890801060945e-05
-0.03479327328358085,-0.0049153462413443014,0.15907259285449982,0.07617541402578354,0.019289126619696617,0.02103075571358204,0.018518714234232903,1.945618168974761e-05,2.5405592168681324e-05
-0.03456032005089403,-0.005222834237145692,0.16106915473937988,0.08772269636392593,0.02217423915863037,0.05761018395423889,0.031767960637807846,1.8684682800085284e-05,2.0689452867372893e-05
-0.03472002281924207,-0.005155305572783901,0.16366492211818695,0.09446903318166733,0.022182775661349297,0.05513463914394379,0.029527179896831512,2.249186218250543e-05,2.3412476366502233e-05
-0.03198967462587832,-0.003988533690238233,0.1863846331834793,0.10683494806289673,0.020631063729524612,0.021323375403881073,0.018514281138777733,8.532737410860136e-06,9.272187526221387e-06
-0.030434823073065744,-0.0036987697411724548,0.18461188673973083,0.10974946618080139,0.02127225324511528,0.024233300238847733,0.018686236813664436,1.1973716937063728e-05,1.2188397704449017e-05
-0.030802950301079844,-0.005222259194077125,0.14985910058021545,0.10874821990728378,0.015534312464296818,0.047311630100011826,0.025538625195622444,4.8830810555955395e-05,5.040155156166293e-05
-0.030989310273669985,-0.005711980253173572,0.16289594769477844,0.11281128972768784,0.016026047989726067,0.04417586326599121,0.0238858163356781,4.87701254314743e-05,4.9978261813521385e-05
-0.03232712626637613,-0.0034873617561839063,0.14818038046360016,0.08331751823425293,0.015870142728090286,0.04970993474125862,0.029524322599172592,7.155024650273845e-05,5.361383955460042e-05
-0.030553609952090853,-0.0036697825246546053,0.1435755491256714,0.07626733928918839,0.01694510504603386,0.05321837589144707,0.03476131334900856,7.723082671873271e-05,6.305109855020419e-05
-0.031002708875015196,-0.004449418729133438,0.1679835021495819,0.09508915990591049,0.021011311560869217,0.042089734226465225,0.03096994198858738,2.851312638085801e-05,2.58075597230345e-05
-0.0314354160665259,-0.003803722475759621,0.17441006004810333,0.09854252636432648,0.019446883350610733,0.03978307172656059,0.027741385623812675,3.676968481158838e-05,3.384520823601633e-05
-0.032857578800985124,-0.004003937345252383,0.12475805729627609,0.06462499499320984,0.022516656666994095,0.10157691687345505,0.06383281201124191,1.9032075215363875e-05,1.785319000191521e-05
-0.031458482790334315,-0.0036569380733011206,0.12164463847875595,0.0606764554977417,0.021338731050491333,0.11061841249465942,0.07073083519935608,2.4220262275775895e-05,2.323748412891291e-05
-0.03140087455742482,-0.004136829967620123,0.16775113344192505,0.06654148548841476,0.019087910652160645,0.24995507299900055,0.2685163617134094,5.062168565928005e-05,5.088279431220144e-05
-0.030741031170652758,-0.004228460837395599,0.15497802197933197,0.061316680163145065,0.018363315612077713,0.25778165459632874,0.25820523500442505,5.336624235496856e-05,5.333287117537111e-05
-0.029764306591389292,-0.0035135514816034812,0.1584513783454895,0.06626830995082855,0.018286770209670067,0.18189816176891327,0.16725735366344452,2.4764884074102156e-05,2.6086372599820606e-05
-0.02971895898344153,-0.003481834222862794,0.14435119926929474,0.059822432696819305,0.017807625234127045,0.203240305185318,0.1877720057964325,2.8867330911452882e-05,2.8315695089986548e-05
-0.030673788154688974,-0.003335103459401677,0.13705787062644958,0.06067326292395592,0.016811566427350044,0.1688234508037567,0.1376764476299286,4.2193907574983314e-05,4.9475038395030424e-05
-0.030314496412416778,-0.003266146541233186,0.14227700233459473,0.06334198266267776,0.01741338148713112,0.1712358146905899,0.1343882530927658,3.373159415787086e-05,4.2086929170181975e-05
-0.029091079078480877,-0.0033337953232594184,0.1756965070962906,0.06956177204847336,0.017520489171147346,0.12386371940374374,0.10419439524412155,2.2439011445385404e-05,3.0791656172368675e-05
-0.02769807701487762,-0.0023730337087087736,0.18773755431175232,0.0738840326666832,0.01762774959206581,0.12517163157463074,0.10712460428476334,2.0908053556922823e-05,2.7080172003479674e-05
-0.026753012247004066,-0.002390158802802696,0.14975033700466156,0.07913577556610107,0.021117059513926506,0.12323922663927078,0.09387288242578506,1.3011085684411228e-05,1.3388566912908573e-05
-0.027857734778560492,-0.0026510968155651466,0.14487679302692413,0.07762648165225983,0.021904122084379196,0.11290664225816727,0.08686594665050507,1.3187110198487062e-05,1.3686875718121883e-05
-0.030495312716653514,-0.00261882092065762,0.19033178687095642,0.06513290852308273,0.018362123519182205,0.13820233941078186,0.0931956097483635,4.5780099753756076e-05,4.7858811740297824e-05
-0.02986978252633527,-0.003222438082275018,0.18265201151371002,0.05980721488595009,0.020552504807710648,0.15043635666370392,0.10243435204029083,3.171493153786287e-05,3.070017191930674e-05
-0.031206302606911852,-0.00348077055152989,0.1722501814365387,0.0627225786447525,0.026247648522257805,0.11553721874952316,0.07554731518030167,1.752836578816641e-05,1.637239802221302e-05
-0.03245785541339213,-0.0037089169311228013,0.18686994910240173,0.06785386055707932,0.024370087310671806,0.11208286881446838,0.07533048093318939,1.8817687305272557e-05,1.742534732329659e-05
-0.03046276125790322,-0.002080381328362001,0.1909799426794052,0.08069958537817001,0.02130797691643238,0.12236589938402176,0.08651848137378693,1.2250379768374842e-05,1.4342113900056574e-05
-0.030958237611489206,-0.0019700212216201838,0.19902756810188293,0.07932927459478378,0.02084757201373577,0.11518707126379013,0.07836338132619858,1.4213616850611288e-05,1.6726209651096724e-05
-0.031451757801782984,-0.0033508326118958905,0.1614728718996048,0.06609667092561722,0.025441516190767288,0.09608975052833557,0.06344550102949142,1.2276261259103194e-05,1.5119224372028839e-05
-0.032144466737586204,-0.002815991406988645,0.15992945432662964,0.06011137366294861,0.026344215497374535,0.08344214409589767,0.05913001298904419,1.1744757102860603e-05,1.4276786714617629e-05
-0.030854042825880192,-0.0037272076952946332,0.2073156088590622,0.08079473674297333,0.020952872931957245,0.10414973646402359,0.06585775315761566,2.363603016419802e-05,2.581105218268931e-05
-0.031086001049073164,-0.0034958376805775643,0.20090331137180328,0.079335056245327,0.02226579748094082,0.10038553923368454,0.06722093373537064,2.0499652237049304e-05,2.2774158423999324e-05
-0.0314714937629236,-0.0023895146169598297,0.1530480533838272,0.07049528509378433,0.01898251101374626,0.07319817692041397,0.04423436149954796,3.498393198242411e-05,3.874972753692418e-05
