browOuterUpLeft,browOuterUpRight,jawOpen,distanceBetweenCornerEyes,verticalAngle,horizontalAngle
0.0067548714578151,0.0031642564572393,0.0019683009013533,0.459676468744874,-1.2148782915234475,0.21379187384547432
0.0066379960626363,0.003323026234284,0.0022697323001921,0.45975801907479763,-1.2053158030319528,0.26626420231195275
0.0085697518661618,0.0048272446729242,0.0022607764694839,0.459750322625041,-1.2559122411408024,0.2568739460458235
0.0064506726339459,0.003507818095386,0.0023969374597072,0.4596879594027996,-1.2142411901569359,0.19728514301043162
0.008386637084186,0.0050485939718782,0.0021582937333732,0.4593005087226628,-1.339440187099966,0.22860180676118033
0.0101661393418908,0.0065577416680753,0.0026215557008981,0.45956523343920697,-1.196185273938174,0.26189740936842665
0.0065115862525999,0.0036159632727503,0.0023096718359738,0.45959677919745434,-1.1690735677057804,0.22854415138490664
0.0072651165537536,0.0040193330496549,0.0025559137575328,0.4592311065644025,-1.2138646913431819,0.23735978796956997
0.0095347771421074,0.0055002681910991,0.0024856415111571,0.4594543073326348,-1.261437530673083,0.2478171286239259
0.012210065498948,0.0045821131207048,0.0025674612261354,0.4603616874665021,-1.0716835474931272,0.20917728375375053
0.0114268735051155,0.0041741095483303,0.0017380192875862,0.4628732334822416,-0.5971865959613148,0.13077337197433905
0.0129769090563058,0.0058925878256559,0.0024657126050442,0.4637863356620073,-0.5808424545447304,0.14727380690794484
0.0241163056343793,0.0092559941112995,0.002028587507084,0.4665546119213103,-0.0005323605600495953,0.051938132283110505
0.0371797755360603,0.0141191752627491,0.0016418473096564,0.467822415754199,0.33930305620460566,0.04829931459502261
0.0529049634933471,0.0206636097282171,0.0009558074525557,0.4692064076662063,0.7791780178094205,0.03924331535282233
0.0584130510687828,0.0248801857233047,0.0008579383138567,0.46985256485641,0.7931071223301862,0.04325245267822723
0.0469483137130737,0.0205840710550546,0.0010651412885636,0.4694257844239473,0.5500051550353349,0.04821219790288933
0.0240837559103965,0.0091129606589674,0.0015612780116498,0.4667220134288072,0.19696093711755455,-0.009473425596574655
0.014837022870779,0.0076730931177735,0.0023580808192491,0.4627417419105768,-0.593267458473642,0.1429848186165969
0.0151466326788067,0.0071717337705194,0.0030832919292151,0.46082734502851963,-0.910690773241572,0.1208872719105486
0.0079353516921401,0.0037400652654469,0.0025496270973235,0.45783616043627257,-1.7638738681440125,0.0721533518990309
0.0053449515253305,0.0025918707251548,0.0040404410101473,0.4556497037410735,-2.2892548157062564,0.08203939354828235
